segm_idx,collection,tablet_CDLI,view_desc,mzl_label,train_label,bbox,relative_bbox
0,train,VAT13604Vs,Obv,859,1,"[1995, 423, 2139, 573]","[1513, 283, 1657, 433]"
0,train,VAT13604Vs,Obv,1,2,"[2128, 434, 2208, 545]","[1646, 294, 1726, 405]"
0,train,VAT13604Vs,Obv,495,3,"[2202, 436, 2472, 572]","[1720, 296, 1990, 432]"
0,train,VAT13604Vs,Obv,110,4,"[2407, 412, 2693, 586]","[1925, 272, 2211, 446]"
0,train,VAT13604Vs,Obv,248,5,"[2824, 425, 3134, 571]","[2342, 285, 2652, 431]"
0,train,VAT13604Vs,Obv,110,4,"[3039, 379, 3255, 557]","[2557, 239, 2773, 417]"
0,train,VAT13604Vs,Obv,248,5,"[1722, 541, 2039, 675]","[1240, 401, 1557, 535]"
0,train,VAT13604Vs,Obv,134,6,"[1946, 534, 2231, 684]","[1464, 394, 1749, 544]"
0,train,VAT13604Vs,Obv,141,7,"[2187, 548, 2411, 696]","[1705, 408, 1929, 556]"
0,train,VAT13604Vs,Obv,111,8,"[2403, 548, 2674, 698]","[1921, 408, 2192, 558]"
0,train,VAT13604Vs,Obv,733,9,"[2728, 553, 3100, 699]","[2246, 413, 2618, 559]"
0,train,VAT13604Vs,Obv,869,10,"[3025, 577, 3191, 689]","[2543, 437, 2709, 549]"
0,train,VAT13604Vs,Obv,839,11,"[3195, 572, 3367, 704]","[2713, 432, 2885, 564]"
0,train,VAT13604Vs,Obv,686,12,"[1073, 666, 1336, 813]","[591, 526, 854, 673]"
0,train,VAT13604Vs,Obv,552,13,"[1329, 662, 1581, 819]","[847, 522, 1099, 679]"
0,train,VAT13604Vs,Obv,748,14,"[1584, 677, 1748, 805]","[1102, 537, 1266, 665]"
0,train,VAT13604Vs,Obv,514,15,"[1736, 666, 2171, 799]","[1254, 526, 1689, 659]"
0,train,VAT13604Vs,Obv,661,16,"[2121, 652, 2247, 792]","[1639, 512, 1765, 652]"
0,train,VAT13604Vs,Obv,495,3,"[2276, 695, 2600, 801]","[1794, 555, 2118, 661]"
0,train,VAT13604Vs,Obv,112,17,"[2807, 695, 3064, 804]","[2325, 555, 2582, 664]"
0,train,VAT13604Vs,Obv,589,18,"[3052, 676, 3322, 819]","[2570, 536, 2840, 679]"
0,train,VAT13604Vs,Obv,498,19,"[3285, 698, 3500, 824]","[2803, 558, 3018, 684]"
0,train,VAT13604Vs,Obv,127,20,"[701, 883, 961, 1066]","[219, 743, 479, 926]"
0,train,VAT13604Vs,Obv,127,20,"[912, 859, 1176, 1028]","[430, 719, 694, 888]"
0,train,VAT13604Vs,Obv,358,21,"[1174, 835, 1440, 983]","[692, 695, 958, 843]"
0,train,VAT13604Vs,Obv,1,2,"[1575, 838, 1861, 939]","[1093, 698, 1379, 799]"
0,train,VAT13604Vs,Obv,681,22,"[1829, 826, 2137, 961]","[1347, 686, 1655, 821]"
0,train,VAT13604Vs,Obv,839,11,"[2123, 839, 2299, 982]","[1641, 699, 1817, 842]"
0,train,VAT13604Vs,Obv,85,23,"[2287, 817, 2632, 962]","[1805, 677, 2150, 822]"
0,train,VAT13604Vs,Obv,14,24,"[2676, 852, 2981, 965]","[2194, 712, 2499, 825]"
0,train,VAT13604Vs,Obv,350,25,"[2996, 828, 3313, 980]","[2514, 688, 2831, 840]"
0,train,VAT13604Vs,Obv,10,26,"[3260, 859, 3504, 995]","[2778, 719, 3022, 855]"
0,train,VAT13604Vs,Obv,599,27,"[788, 1024, 992, 1178]","[306, 884, 510, 1038]"
0,train,VAT13604Vs,Obv,469,28,"[984, 1013, 1183, 1153]","[502, 873, 701, 1013]"
0,train,VAT13604Vs,Obv,162,29,"[1126, 967, 1619, 1136]","[644, 827, 1137, 996]"
0,train,VAT13604Vs,Obv,490,30,"[1604, 955, 1859, 1115]","[1122, 815, 1377, 975]"
0,train,VAT13604Vs,Obv,1,2,"[1871, 961, 2002, 1078]","[1389, 821, 1520, 938]"
0,train,VAT13604Vs,Obv,113,31,"[1991, 954, 2166, 1079]","[1509, 814, 1684, 939]"
0,train,VAT13604Vs,Obv,641,32,"[2167, 941, 2462, 1121]","[1685, 801, 1980, 981]"
0,train,VAT13604Vs,Obv,839,11,"[2579, 971, 2709, 1098]","[2097, 831, 2227, 958]"
0,train,VAT13604Vs,Obv,761,33,"[2695, 931, 2927, 1102]","[2213, 791, 2445, 962]"
0,train,VAT13604Vs,Obv,176,34,"[2862, 957, 3076, 1130]","[2380, 817, 2594, 990]"
0,train,VAT13604Vs,Obv,553,35,"[3043, 961, 3254, 1110]","[2561, 821, 2772, 970]"
0,train,VAT13604Vs,Obv,176,34,"[3171, 978, 3404, 1142]","[2689, 838, 2922, 1002]"
0,train,VAT13604Vs,Obv,255,36,"[3362, 957, 3514, 1134]","[2880, 817, 3032, 994]"
0,train,VAT13604Vs,Obv,552,13,"[882, 1150, 1107, 1305]","[400, 1010, 625, 1165]"
0,train,VAT13604Vs,Obv,1,2,"[1040, 1182, 1147, 1271]","[558, 1042, 665, 1131]"
0,train,VAT13604Vs,Obv,698,37,"[1141, 1109, 1391, 1305]","[659, 969, 909, 1165]"
0,train,VAT13604Vs,Obv,808,38,"[1339, 1114, 1572, 1277]","[857, 974, 1090, 1137]"
0,train,VAT13604Vs,Obv,113,31,"[1495, 1103, 1691, 1266]","[1013, 963, 1209, 1126]"
0,train,VAT13604Vs,Obv,596,39,"[1657, 1101, 1836, 1282]","[1175, 961, 1354, 1142]"
0,train,VAT13604Vs,Obv,9,40,"[1827, 1122, 2010, 1261]","[1345, 982, 1528, 1121]"
0,train,VAT13604Vs,Obv,98,41,"[1998, 1107, 2222, 1265]","[1516, 967, 1740, 1125]"
0,train,VAT13604Vs,Obv,511,42,"[2206, 1109, 2476, 1258]","[1724, 969, 1994, 1118]"
0,train,VAT13604Vs,Obv,579,43,"[2437, 1097, 2626, 1247]","[1955, 957, 2144, 1107]"
0,train,VAT13604Vs,Obv,498,19,"[2616, 1125, 2898, 1272]","[2134, 985, 2416, 1132]"
0,train,VAT13604Vs,Obv,859,1,"[2912, 1136, 3057, 1269]","[2430, 996, 2575, 1129]"
0,train,VAT13604Vs,Obv,641,32,"[3008, 1119, 3183, 1286]","[2526, 979, 2701, 1146]"
0,train,VAT13604Vs,Obv,379,44,"[3171, 1136, 3302, 1301]","[2689, 996, 2820, 1161]"
0,train,VAT13604Vs,Obv,381,45,"[3272, 1131, 3517, 1290]","[2790, 991, 3035, 1150]"
0,train,VAT13604Vs,Obv,641,32,"[842, 1299, 1063, 1447]","[360, 1159, 581, 1307]"
0,train,VAT13604Vs,Obv,596,39,"[1027, 1264, 1200, 1431]","[545, 1124, 718, 1291]"
0,train,VAT13604Vs,Obv,490,30,"[1197, 1285, 1475, 1428]","[715, 1145, 993, 1288]"
0,train,VAT13604Vs,Obv,313,46,"[1471, 1220, 1824, 1421]","[989, 1080, 1342, 1281]"
0,train,VAT13604Vs,Obv,750,47,"[1828, 1262, 2181, 1422]","[1346, 1122, 1699, 1282]"
0,train,VAT13604Vs,Obv,86,48,"[2163, 1239, 2617, 1382]","[1681, 1099, 2135, 1242]"
0,train,VAT13604Vs,Obv,120,49,"[2723, 1261, 3117, 1429]","[2241, 1121, 2635, 1289]"
0,train,VAT13604Vs,Obv,326,50,"[3117, 1259, 3513, 1404]","[2635, 1119, 3031, 1264]"
0,train,VAT13604Vs,Obv,825,51,"[710, 1442, 878, 1623]","[228, 1302, 396, 1483]"
0,train,VAT13604Vs,Obv,141,7,"[800, 1440, 1001, 1596]","[318, 1300, 519, 1456]"
0,train,VAT13604Vs,Obv,298,52,"[998, 1409, 1216, 1553]","[516, 1269, 734, 1413]"
0,train,VAT13604Vs,Obv,748,14,"[1203, 1445, 1306, 1562]","[721, 1305, 824, 1422]"
0,train,VAT13604Vs,Obv,10,26,"[1298, 1429, 1486, 1566]","[816, 1289, 1004, 1426]"
0,train,VAT13604Vs,Obv,495,3,"[1472, 1416, 1700, 1550]","[990, 1276, 1218, 1410]"
0,train,VAT13604Vs,Obv,839,11,"[1691, 1408, 1850, 1555]","[1209, 1268, 1368, 1415]"
0,train,VAT13604Vs,Obv,10,26,"[1826, 1414, 2024, 1543]","[1344, 1274, 1542, 1403]"
0,train,VAT13604Vs,Obv,695,53,"[1980, 1363, 2227, 1529]","[1498, 1223, 1745, 1389]"
0,train,VAT13604Vs,Obv,596,39,"[2201, 1389, 2438, 1536]","[1719, 1249, 1956, 1396]"
0,train,VAT13604Vs,Obv,350,25,"[2960, 1385, 3227, 1529]","[2478, 1245, 2745, 1389]"
0,train,VAT13604Vs,Obv,10,26,"[3250, 1396, 3520, 1545]","[2768, 1256, 3038, 1405]"
0,train,VAT13604Vs,Obv,834,54,"[681, 1612, 857, 1760]","[199, 1472, 375, 1620]"
0,train,VAT13604Vs,Obv,746,55,"[813, 1585, 1003, 1743]","[331, 1445, 521, 1603]"
0,train,VAT13604Vs,Obv,754,56,"[994, 1558, 1185, 1708]","[512, 1418, 703, 1568]"
0,train,VAT13604Vs,Obv,661,16,"[1154, 1568, 1229, 1685]","[672, 1428, 747, 1545]"
0,train,VAT13604Vs,Obv,825,51,"[1222, 1576, 1291, 1686]","[740, 1436, 809, 1546]"
0,train,VAT13604Vs,Obv,248,5,"[1291, 1558, 1546, 1719]","[809, 1418, 1064, 1579]"
0,train,VAT13604Vs,Obv,839,11,"[1535, 1545, 1689, 1696]","[1053, 1405, 1207, 1556]"
0,train,VAT13604Vs,Obv,10,26,"[1653, 1552, 1868, 1698]","[1171, 1412, 1386, 1558]"
0,train,VAT13604Vs,Obv,859,1,"[1863, 1541, 1974, 1680]","[1381, 1401, 1492, 1540]"
0,train,VAT13604Vs,Obv,548,57,"[1965, 1508, 2171, 1672]","[1483, 1368, 1689, 1532]"
0,train,VAT13604Vs,Obv,9,40,"[2420, 1528, 2615, 1660]","[1938, 1388, 2133, 1520]"
0,train,VAT13604Vs,Obv,358,21,"[2616, 1506, 2830, 1674]","[2134, 1366, 2348, 1534]"
0,train,VAT13604Vs,Obv,24,58,"[2816, 1530, 3149, 1664]","[2334, 1390, 2667, 1524]"
0,train,VAT13604Vs,Obv,900,59,"[3107, 1515, 3358, 1702]","[2625, 1375, 2876, 1562]"
0,train,VAT13604Vs,Obv,552,13,"[3355, 1511, 3524, 1669]","[2873, 1371, 3042, 1529]"
0,train,VAT13604Vs,Obv,808,38,"[697, 1760, 879, 1918]","[215, 1620, 397, 1778]"
0,train,VAT13604Vs,Obv,839,11,"[877, 1726, 1036, 1876]","[395, 1586, 554, 1736]"
0,train,VAT13604Vs,Obv,587,60,"[1003, 1701, 1374, 1856]","[521, 1561, 892, 1716]"
0,train,VAT13604Vs,Obv,242,61,"[1366, 1677, 1696, 1829]","[884, 1537, 1214, 1689]"
0,train,VAT13604Vs,Obv,127,20,"[1633, 1659, 1954, 1810]","[1151, 1519, 1472, 1670]"
0,train,VAT13604Vs,Obv,859,1,"[1947, 1677, 2074, 1836]","[1465, 1537, 1592, 1696]"
0,train,VAT13604Vs,Obv,380,62,"[2062, 1666, 2195, 1833]","[1580, 1526, 1713, 1693]"
0,train,VAT13604Vs,Obv,839,11,"[2522, 1681, 2678, 1822]","[2040, 1541, 2196, 1682]"
0,train,VAT13604Vs,Obv,10,26,"[2630, 1694, 2856, 1836]","[2148, 1554, 2374, 1696]"
0,train,VAT13604Vs,Obv,170,63,"[2791, 1691, 3020, 1830]","[2309, 1551, 2538, 1690]"
0,train,VAT13604Vs,Obv,380,62,"[3018, 1675, 3132, 1822]","[2536, 1535, 2650, 1682]"
0,train,VAT13604Vs,Obv,143,64,"[3113, 1683, 3326, 1850]","[2631, 1543, 2844, 1710]"
0,train,VAT13604Vs,Obv,110,4,"[3242, 1677, 3412, 1832]","[2760, 1537, 2930, 1692]"
0,train,VAT13604Vs,Obv,859,1,"[3405, 1662, 3510, 1825]","[2923, 1522, 3028, 1685]"
0,train,VAT13604Vs,Obv,839,11,"[962, 1887, 1073, 2070]","[480, 1747, 591, 1930]"
0,train,VAT13604Vs,Obv,561,65,"[1062, 1836, 1320, 2020]","[580, 1696, 838, 1880]"
0,train,VAT13604Vs,Obv,84,66,"[1309, 1810, 1686, 1995]","[827, 1670, 1204, 1855]"
0,train,VAT13604Vs,Obv,350,25,"[1659, 1794, 1918, 1980]","[1177, 1654, 1436, 1840]"
0,train,VAT13604Vs,Obv,10,26,"[1908, 1819, 2197, 1978]","[1426, 1679, 1715, 1838]"
0,train,VAT13604Vs,Obv,499,67,"[2468, 1792, 2829, 1970]","[1986, 1652, 2347, 1830]"
0,train,VAT13604Vs,Obv,851,68,"[2903, 1829, 3105, 1982]","[2421, 1689, 2623, 1842]"
0,train,VAT13604Vs,Obv,900,59,"[3194, 1813, 3480, 1986]","[2712, 1673, 2998, 1846]"
0,train,VAT13604Vs,Obv,207,69,"[1119, 2014, 1372, 2168]","[637, 1874, 890, 2028]"
0,train,VAT13604Vs,Obv,552,13,"[1364, 1993, 1642, 2163]","[882, 1853, 1160, 2023]"
0,train,VAT13604Vs,Obv,859,1,"[1640, 1990, 1827, 2142]","[1158, 1850, 1345, 2002]"
0,train,VAT13604Vs,Obv,10,26,"[1837, 1974, 2125, 2131]","[1355, 1834, 1643, 1991]"
0,train,VAT13604Vs,Obv,859,1,"[2117, 1975, 2253, 2122]","[1635, 1835, 1771, 1982]"
0,train,VAT13604Vs,Obv,110,4,"[2230, 1957, 2508, 2122]","[1748, 1817, 2026, 1982]"
0,train,VAT13604Vs,Obv,362,70,"[2474, 1994, 2814, 2146]","[1992, 1854, 2332, 2006]"
0,train,VAT13604Vs,Obv,85,23,"[2803, 1989, 3132, 2132]","[2321, 1849, 2650, 1992]"
0,train,VAT13604Vs,Obv,859,1,"[3133, 1960, 3335, 2123]","[2651, 1820, 2853, 1983]"
0,train,VAT13604Vs,Obv,10,26,"[3294, 1966, 3511, 2102]","[2812, 1826, 3029, 1962]"
0,train,VAT13604Vs,Obv,271,71,"[1177, 2164, 1457, 2337]","[695, 2024, 975, 2197]"
0,train,VAT13604Vs,Obv,490,30,"[1441, 2154, 1696, 2309]","[959, 2014, 1214, 2169]"
0,train,VAT13604Vs,Obv,469,28,"[1698, 2141, 1866, 2302]","[1216, 2001, 1384, 2162]"
0,train,VAT13604Vs,Obv,541,72,"[1851, 2115, 2183, 2297]","[1369, 1975, 1701, 2157]"
0,train,VAT13604Vs,Obv,514,15,"[2587, 2148, 2847, 2295]","[2105, 2008, 2365, 2155]"
0,train,VAT13604Vs,Obv,358,21,"[2840, 2117, 3023, 2268]","[2358, 1977, 2541, 2128]"
0,train,VAT13604Vs,Obv,808,38,"[2977, 2140, 3165, 2290]","[2495, 2000, 2683, 2150]"
0,train,VAT13604Vs,Obv,851,68,"[3157, 2110, 3276, 2295]","[2675, 1970, 2794, 2155]"
0,train,VAT13604Vs,Obv,16,73,"[3251, 2101, 3435, 2249]","[2769, 1961, 2953, 2109]"
0,train,VAT13604Vs,Obv,98,41,"[972, 2368, 1172, 2521]","[490, 2228, 690, 2381]"
0,train,VAT13604Vs,Obv,579,43,"[1449, 2303, 1597, 2450]","[967, 2163, 1115, 2310]"
0,train,VAT13604Vs,Obv,498,19,"[1597, 2306, 1865, 2469]","[1115, 2166, 1383, 2329]"
0,train,VAT13604Vs,Obv,493,74,"[1854, 2276, 2409, 2450]","[1372, 2136, 1927, 2310]"
0,train,VAT13604Vs,Obv,552,13,"[2397, 2303, 2721, 2469]","[1915, 2163, 2239, 2329]"
0,train,VAT13604Vs,Obv,640,75,"[2715, 2281, 2946, 2459]","[2233, 2141, 2464, 2319]"
0,train,VAT13604Vs,Obv,495,3,"[878, 2602, 1133, 2749]","[396, 2462, 651, 2609]"
0,train,VAT13604Vs,Obv,839,11,"[1124, 2578, 1302, 2729]","[642, 2438, 820, 2589]"
0,train,VAT13604Vs,Obv,661,16,"[1284, 2551, 1403, 2719]","[802, 2411, 921, 2579]"
0,train,VAT13604Vs,Obv,10,26,"[1389, 2540, 1628, 2715]","[907, 2400, 1146, 2575]"
0,train,VAT13604Vs,Obv,695,53,"[1596, 2505, 1836, 2668]","[1114, 2365, 1354, 2528]"
0,train,VAT13604Vs,Obv,596,39,"[1807, 2502, 1977, 2687]","[1325, 2362, 1495, 2547]"
0,train,VAT13604Vs,Obv,10,26,"[1959, 2514, 2157, 2651]","[1477, 2374, 1675, 2511]"
0,train,VAT13604Vs,Obv,142,76,"[2434, 2536, 2685, 2686]","[1952, 2396, 2203, 2546]"
0,train,VAT13604Vs,Obv,736,77,"[848, 2726, 1066, 2890]","[366, 2586, 584, 2750]"
0,train,VAT13604Vs,Obv,111,8,"[1040, 2704, 1307, 2882]","[558, 2564, 825, 2742]"
0,train,VAT13604Vs,Obv,24,58,"[1294, 2708, 1594, 2844]","[812, 2568, 1112, 2704]"
0,train,VAT13604Vs,Obv,498,19,"[1888, 2700, 2200, 2856]","[1406, 2560, 1718, 2716]"
0,train,VAT13604Vs,Obv,164,78,"[2978, 2649, 3220, 2817]","[2496, 2509, 2738, 2677]"
0,train,VAT13604Vs,Obv,724,79,"[3261, 2625, 3500, 2804]","[2779, 2485, 3018, 2664]"
0,train,VAT13604Vs,Obv,252,80,"[1049, 2880, 1353, 3021]","[567, 2740, 871, 2881]"
0,train,VAT13604Vs,Obv,753,81,"[2618, 2825, 2946, 2989]","[2136, 2685, 2464, 2849]"
0,train,VAT13604Vs,Obv,812,82,"[2938, 2774, 3221, 2948]","[2456, 2634, 2739, 2808]"
0,train,VAT13604Vs,Obv,118,83,"[3248, 2737, 3477, 2913]","[2766, 2597, 2995, 2773]"
0,train,VAT13604Vs,Obv,495,3,"[884, 3054, 1111, 3207]","[402, 2914, 629, 3067]"
0,train,VAT13604Vs,Obv,839,11,"[1099, 3030, 1257, 3175]","[617, 2890, 775, 3035]"
0,train,VAT13604Vs,Obv,661,16,"[1234, 3009, 1347, 3159]","[752, 2869, 865, 3019]"
0,train,VAT13604Vs,Obv,10,26,"[1335, 3016, 1533, 3142]","[853, 2876, 1051, 3002]"
0,train,VAT13604Vs,Obv,596,39,"[1803, 2952, 1991, 3131]","[1321, 2812, 1509, 2991]"
0,train,VAT13604Vs,Obv,1,2,"[1958, 2968, 2235, 3140]","[1476, 2828, 1753, 3000]"
0,train,VAT13604Vs,Obv,596,39,"[2243, 2949, 2433, 3107]","[1761, 2809, 1951, 2967]"
0,train,VAT13604Vs,Obv,10,26,"[2673, 2941, 3008, 3134]","[2191, 2801, 2526, 2994]"
0,train,VAT13604Vs,Obv,380,62,"[3008, 2933, 3259, 3081]","[2526, 2793, 2777, 2941]"
0,train,VAT13604Vs,Obv,495,3,"[3264, 2886, 3495, 3041]","[2782, 2746, 3013, 2901]"
0,train,VAT13604Vs,Obv,736,77,"[909, 3180, 1172, 3318]","[427, 3040, 690, 3178]"
0,train,VAT13604Vs,Obv,380,62,"[1166, 3171, 1437, 3323]","[684, 3031, 955, 3183]"
0,train,VAT13604Vs,Obv,260,84,"[1439, 3135, 1838, 3292]","[957, 2995, 1356, 3152]"
0,train,VAT13604Vs,Obv,252,80,"[1838, 3137, 2187, 3270]","[1356, 2997, 1705, 3130]"
0,train,VAT13604Vs,Obv,113,31,"[2186, 3080, 2402, 3246]","[1704, 2940, 1920, 3106]"
0,train,VAT13604Vs,Obv,851,68,"[2550, 3109, 2777, 3269]","[2068, 2969, 2295, 3129]"
0,train,VAT13604Vs,Obv,690,85,"[2935, 3044, 3267, 3209]","[2453, 2904, 2785, 3069]"
0,train,VAT13604Vs,Obv,552,13,"[3267, 3001, 3500, 3185]","[2785, 2861, 3018, 3045]"
0,train,VAT13604Vs,Obv,380,62,"[913, 3314, 1201, 3492]","[431, 3174, 719, 3352]"
0,train,VAT13604Vs,Obv,736,77,"[1166, 3286, 1466, 3478]","[684, 3146, 984, 3338]"
0,train,VAT13604Vs,Obv,110,4,"[1459, 3257, 1796, 3444]","[977, 3117, 1314, 3304]"
0,train,VAT13604Vs,Obv,711,86,"[1753, 3265, 1984, 3422]","[1271, 3125, 1502, 3282]"
0,train,VAT13604Vs,Obv,120,49,"[1961, 3233, 2226, 3438]","[1479, 3093, 1744, 3298]"
0,train,VAT13604Vs,Obv,839,11,"[2224, 3256, 2384, 3414]","[1742, 3116, 1902, 3274]"
0,train,VAT13604Vs,Obv,580,87,"[2569, 3193, 2942, 3392]","[2087, 3053, 2460, 3252]"
0,train,VAT13604Vs,Obv,828,88,"[2935, 3170, 3235, 3353]","[2453, 3030, 2753, 3213]"
0,train,VAT13604Vs,Obv,172,89,"[3244, 3168, 3493, 3335]","[2762, 3028, 3011, 3195]"
0,train,VAT13604Vs,Obv,98,41,"[1099, 3458, 1347, 3614]","[617, 3318, 865, 3474]"
0,train,VAT13604Vs,Obv,511,42,"[1390, 3438, 1803, 3603]","[908, 3298, 1321, 3463]"
0,train,VAT13604Vs,Obv,579,43,"[1794, 3413, 2000, 3586]","[1312, 3273, 1518, 3446]"
0,train,VAT13604Vs,Obv,498,19,"[2024, 3413, 2372, 3572]","[1542, 3273, 1890, 3432]"
0,train,VAT13604Vs,Obv,10,26,"[2442, 3381, 2948, 3559]","[1960, 3241, 2466, 3419]"
0,train,VAT13604Vs,Obv,380,62,"[2947, 3351, 3242, 3518]","[2465, 3211, 2760, 3378]"
0,train,VAT13604Vs,Obv,498,19,"[3258, 3287, 3503, 3456]","[2776, 3147, 3021, 3316]"
0,train,VAT13604Vs,Obv,495,3,"[1089, 3608, 1420, 3774]","[607, 3468, 938, 3634]"
0,train,VAT13604Vs,Obv,252,80,"[1706, 3612, 1907, 3734]","[1224, 3472, 1425, 3594]"
0,train,VAT13604Vs,Obv,132,90,"[1904, 3593, 2159, 3734]","[1422, 3453, 1677, 3594]"
0,train,VAT13604Vs,Obv,808,38,"[2120, 3544, 2376, 3728]","[1638, 3404, 1894, 3588]"
0,train,VAT13604Vs,Obv,552,13,"[2469, 3565, 2773, 3701]","[1987, 3425, 2291, 3561]"
0,train,VAT13604Vs,Obv,889,91,"[2740, 3510, 3136, 3726]","[2258, 3370, 2654, 3586]"
0,train,VAT13604Vs,Obv,98,41,"[3106, 3456, 3324, 3638]","[2624, 3316, 2842, 3498]"
0,train,VAT13604Vs,Obv,601,92,"[1123, 3761, 1270, 3908]","[641, 3621, 788, 3768]"
0,train,VAT13604Vs,Obv,859,1,"[1562, 3758, 1742, 3906]","[1080, 3618, 1260, 3766]"
0,train,VAT13604Vs,Obv,137,93,"[1724, 3733, 2069, 3889]","[1242, 3593, 1587, 3749]"
0,train,VAT13604Vs,Obv,380,62,"[2050, 3738, 2326, 3890]","[1568, 3598, 1844, 3750]"
0,train,VAT13604Vs,Obv,661,16,"[2326, 3717, 2435, 3864]","[1844, 3577, 1953, 3724]"
0,train,VAT13604Vs,Obv,812,82,"[2417, 3731, 2637, 3873]","[1935, 3591, 2155, 3733]"
0,train,VAT13604Vs,Obv,490,30,"[2623, 3686, 2923, 3867]","[2141, 3546, 2441, 3727]"
0,train,VAT13604Vs,Obv,631,94,"[2924, 3661, 3065, 3838]","[2442, 3521, 2583, 3698]"
0,train,VAT13604Vs,Obv,736,77,"[3051, 3633, 3360, 3818]","[2569, 3493, 2878, 3678]"
0,train,VAT13604Vs,Obv,631,94,"[1882, 3877, 2040, 4064]","[1400, 3737, 1558, 3924]"
0,train,VAT13604Vs,Obv,596,39,"[2341, 3868, 2602, 4049]","[1859, 3728, 2120, 3909]"
0,train,VAT13604Vs,Obv,859,1,"[2592, 3874, 2785, 4068]","[2110, 3734, 2303, 3928]"
0,train,VAT13604Vs,Obv,10,26,"[2737, 3866, 3026, 4021]","[2255, 3726, 2544, 3881]"
0,train,VAT13604Vs,Obv,747,95,"[3027, 3826, 3243, 3997]","[2545, 3686, 2761, 3857]"
0,train,VAT13604Vs,Obv,98,41,"[3274, 3795, 3493, 3955]","[2792, 3655, 3011, 3815]"
0,train,VAT13604Vs,Obv,10,26,"[2099, 4070, 2333, 4196]","[1617, 3930, 1851, 4056]"
0,train,VAT13604Vs,Obv,754,56,"[2333, 4051, 2691, 4190]","[1851, 3911, 2209, 4050]"
0,train,VAT13604Vs,Obv,567,96,"[2681, 4010, 2984, 4156]","[2199, 3870, 2502, 4016]"
0,train,VAT13604Vs,Obv,580,87,"[2979, 3992, 3270, 4144]","[2497, 3852, 2788, 4004]"
0,train,VAT13604Vs,Obv,118,83,"[3267, 3920, 3482, 4121]","[2785, 3780, 3000, 3981]"
0,train,VAT13604Vs,Obv,754,56,"[2155, 4202, 2675, 4362]","[1673, 4062, 2193, 4222]"
0,train,VAT13604Vs,Obv,733,9,"[2719, 4125, 3219, 4319]","[2237, 3985, 2737, 4179]"
0,train,VAT13604Vs,Obv,754,56,"[3292, 4109, 3496, 4308]","[2810, 3969, 3014, 4168]"
0,train,VAT13604Vs,Obv,839,11,"[1681, 4362, 1959, 4517]","[1199, 4222, 1477, 4377]"
0,train,VAT13604Vs,Obv,567,96,"[1945, 4341, 2310, 4490]","[1463, 4201, 1828, 4350]"
0,train,VAT13604Vs,Obv,118,83,"[2282, 4328, 2580, 4505]","[1800, 4188, 2098, 4365]"
0,train,VAT13604Vs,Obv,99,97,"[2589, 4338, 2821, 4502]","[2107, 4198, 2339, 4362]"
0,train,VAT13604Vs,Obv,10,26,"[2814, 4340, 3089, 4485]","[2332, 4200, 2607, 4345]"
